data,index_price,equity,margin_required,bid,ask
01/20/2020 13:26:07.724,4958,5000.62,4995.42,1.10813,1.10813
01/20/2020 13:44:07.716,4959,5001.55,4997.65,1.10844,1.10844
01/20/2020 14:13:25.601,4960,5000,5000.00,1.10812,1.10813
01/20/2020 14:42:51.645,4961,4999.67,4998.37,1.10845,1.10844
01/20/2020 15:07:33.837,4962,5000.31,4997.71,1.10812,1.10812
01/20/2020 15:20:00.431,4963,5000.00,4996.10,1.10843,1.10843
01/20/2020 15:42:17.184,4964,5000.93,4997.03,1.10811,1.10812
01/20/2020 15:51:52.532,4965,5001.59,4996.39,1.1078,1.10779
01/20/2020 15:58:24.260,4966,5000,5000.00,1.10811,1.10812
01/20/2020 16:06:00.945,4967,4999.66,4998.36,1.10844,1.10844
01/20/2020 16:27:57.861,4968,5000.28,4997.68,1.10812,1.10813
01/20/2020 16:30:48.533,4969,4999.95,4996.05,1.10845,1.10845
01/20/2020 18:52:37.016,4970,4998.84,4994.94,1.10884,1.10882
01/20/2020 19:29:56.717,4971,4997.44,4993.54,1.10915,1.10917
01/20/2020 20:32:24.060,4972,4997.02,4994.42,1.1095,1.10953
01/21/2020 00:37:42.992,4973,5000.24,4996.34,1.10916,1.10916
01/21/2020 02:10:26.283,4974,4999.62,4994.42,1.10947,1.10947
01/21/2020 03:02:31.459,4975,4998.38,4993.18,1.10978,1.10978
01/21/2020 03:33:47.292,4976,4999.93,4993.43,1.10947,1.10947
01/21/2020 03:50:54.812,4977,4998.69,4990.89,1.10978,1.10978
01/21/2020 04:18:52.843,4978,5000.55,4992.75,1.10947,1.10947
01/21/2020 04:52:37.458,4979,4999.00,4989.90,1.10978,1.10978
01/21/2020 06:03:56.827,4980,5001.17,4992.07,1.10946,1.10947
01/21/2020 08:08:22.080,4981,5000,5000.00,1.10914,1.10914
01/21/2020 08:16:04.873,4982,5000.31,4999.01,1.10882,1.10883
01/21/2020 08:41:16.997,4983,5000.30,4997.70,1.10915,1.10915
01/21/2020 08:56:07.131,4984,4999.99,4996.09,1.10946,1.10946
01/21/2020 08:58:16.261,4985,5000.92,4997.02,1.10915,1.10915
01/21/2020 09:16:33.774,4986,5001.54,4996.34,1.10884,1.10884
01/21/2020 09:40:08.612,4987,5000,5000.00,1.10915,1.10915
01/21/2020 10:00:26.975,4988,4999.68,4998.38,1.10947,1.10947
01/21/2020 10:02:02.641,4989,4999.06,4996.46,1.10978,1.10978
01/21/2020 10:10:51.027,4990,4999.99,4996.09,1.10945,1.10947
01/21/2020 10:20:42.258,4991,4999.31,4994.11,1.1098,1.1098
01/21/2020 10:21:35.988,4992,4997.99,4992.79,1.11011,1.11013
01/21/2020 10:25:23.434,4993,4996.35,4991.15,1.11046,1.11045
01/21/2020 10:32:57.714,4994,4996.00,4990.80,1.11077,1.11078
01/21/2020 10:43:47.484,4995,4998.94,4992.44,1.11046,1.11045
01/21/2020 11:14:22.953,4996,4997.57,4991.07,1.11079,1.11079
01/21/2020 12:10:20.953,4997,5000.13,4993.63,1.11048,1.11048
01/21/2020 12:26:04.904,4998,5001.36,4993.56,1.11016,1.11017
01/21/2020 12:41:55.294,4999,5000,5000.00,1.11049,1.11048
01/21/2020 12:52:37.466,5000,4999.65,4998.35,1.11082,1.11083
01/21/2020 13:01:42.210,5001,4998.99,4996.39,1.11115,1.11115
01/21/2020 13:12:09.893,5002,4998.03,4994.13,1.11146,1.11147
01/21/2020 13:23:19.511,5003,4996.69,4992.79,1.11179,1.1118
01/21/2020 13:35:15.855,5004,4999.30,4994.10,1.11148,1.11147
01/21/2020 14:02:27.501,5005,5000.21,4993.71,1.11115,1.11116
01/21/2020 14:06:16.999,5006,4999.55,4996.95,1.11083,1.11083
01/21/2020 14:18:14.394,5007,5000.48,4996.58,1.11114,1.11114
01/21/2020 14:35:07.205,5008,4999.87,4994.67,1.11083,1.11082
01/21/2020 14:42:28.105,5009,4998.55,4993.35,1.1105,1.11051
01/21/2020 14:59:17.825,5010,4996.93,4991.73,1.11018,1.11018
01/21/2020 15:23:44.611,5011,4996.32,4993.72,1.1098,1.1098
01/21/2020 15:41:02.465,5012,4998.80,4996.20,1.10949,1.10949
01/21/2020 15:47:01.946,5013,4998.83,4996.23,1.10916,1.10918
01/21/2020 15:51:50.207,5014,5000.86,4996.96,1.10951,1.10951
01/21/2020 15:56:36.405,5015,5001.48,4996.28,1.10982,1.10982
01/21/2020 16:19:52.378,5016,5000,5000.00,1.10951,1.10951
01/21/2020 17:27:01.058,5017,5000.31,4999.01,1.10919,1.1092
01/21/2020 19:59:56.051,5018,5000.30,4997.70,1.10952,1.10952
01/21/2020 20:14:53.149,5019,5000.61,4996.71,1.10921,1.10921
01/21/2020 20:55:00.075,5020,5000.61,4995.41,1.1089,1.1089
01/21/2020 21:01:49.369,5021,4999.65,4995.75,1.10858,1.10859
01/21/2020 21:36:48.020,5022,4998.31,4993.11,1.10825,1.10826
01/22/2020 00:05:43.514,5023,4999.99,4993.49,1.10859,1.10858
01/22/2020 00:51:47.368,5024,4998.65,4990.85,1.10826,1.10827
01/22/2020 01:31:31.341,5025,4996.65,4991.45,1.10793,1.10794
01/22/2020 03:26:24.992,5026,5000.83,4994.33,1.10826,1.10827
01/22/2020 06:04:23.532,5027,5002.14,4994.34,1.10859,1.10859
01/22/2020 06:26:43.613,5028,5000,5000.00,1.10828,1.10828
01/22/2020 07:05:00.565,5029,5000.31,4999.01,1.10797,1.10797
01/22/2020 07:22:58.389,5030,5000.32,4997.72,1.10766,1.10765
01/22/2020 07:29:12.847,5031,5000.94,4998.34,1.10797,1.10798
01/22/2020 07:41:34.078,5032,5001.26,4997.36,1.1083,1.1083
01/22/2020 07:59:39.503,5033,5000,5000.00,1.10861,1.10862
01/22/2020 08:03:03.169,5034,5000.31,4999.01,1.1083,1.10829
01/22/2020 08:09:43.173,5035,5000.29,4997.69,1.10797,1.10798
01/22/2020 08:35:06.039,5036,4999.65,4997.05,1.10766,1.10765
01/22/2020 08:53:53.737,5037,5000.58,4996.68,1.10797,1.10798
01/22/2020 09:21:14.048,5038,5001.24,4996.04,1.1083,1.10829
01/26/2020 22:50:53.898,5039,5000,5000.00,1.10243,1.10267
01/26/2020 23:16:28.968,5040,4998.99,4998.99,1.10322,1.1032
01/26/2020 23:48:35.710,5041,5000.07,4998.77,1.10287,1.10289
01/26/2020 23:55:10.295,5042,5000.04,4997.44,1.10253,1.10254
01/27/2020 00:05:49.267,5043,5000.68,4998.08,1.10286,1.10287
01/27/2020 00:08:11.102,5044,5001.01,4997.11,1.10319,1.10318
01/27/2020 02:06:02.747,5045,5000,5000.00,1.10351,1.10352
01/27/2020 02:30:28.654,5046,5000.31,4999.01,1.10319,1.10319
01/27/2020 03:00:08.156,5047,5000.31,4997.71,1.10288,1.10288
01/27/2020 07:08:14.696,5048,5000.93,4998.33,1.10319,1.1032
01/27/2020 07:19:15.504,5049,5001.24,4997.34,1.10352,1.10353
01/27/2020 08:06:55.422,5050,5000,5000.00,1.10321,1.1032
01/27/2020 08:10:16.068,5051,5000.32,4999.02,1.10288,1.10288
01/27/2020 08:11:08.389,5052,5000.32,4997.72,1.10257,1.10257
01/27/2020 08:11:30.022,5053,5000.94,4998.34,1.10288,1.10288
01/27/2020 08:23:39.826,5054,5001.25,4997.35,1.10319,1.10319
01/27/2020 08:27:26.993,5055,5000,5000.00,1.10288,1.10288
01/27/2020 08:29:37.585,5056,4999.69,4998.39,1.10319,1.10319
01/27/2020 08:59:12.577,5057,5000.31,4997.71,1.10287,1.10288
01/27/2020 09:00:18.385,5058,5000.63,4996.73,1.10255,1.10255
01/27/2020 09:00:46.886,5059,5000.01,4997.41,1.10224,1.10224
01/27/2020 09:03:07.894,5060,4999.08,4995.18,1.10193,1.10193
01/27/2020 09:15:25.875,5061,5000.32,4995.12,1.10224,1.10224
01/27/2020 09:27:34.638,5062,4999.39,4992.89,1.10193,1.10193
01/27/2020 09:29:47.696,5063,4997.84,4992.64,1.10162,1.10162
01/27/2020 09:32:59.313,5064,5000.65,4994.15,1.10193,1.10193
01/27/2020 09:53:00.556,5065,5001.93,4994.13,1.10225,1.10225
01/27/2020 10:12:30.814,5066,5000,5000.00,1.10194,1.10194
01/27/2020 10:27:23.438,5067,4999.68,4998.38,1.10225,1.10226
01/27/2020 10:47:16.574,5068,4999.02,4996.42,1.10258,1.10258
01/27/2020 10:58:59.776,5069,4998.09,4994.19,1.10289,1.10289
01/27/2020 11:01:53.811,5070,4999.33,4994.13,1.10258,1.10258
01/27/2020 11:25:55.199,5071,5000.26,4993.76,1.10227,1.10227
01/27/2020 12:02:57.776,5072,5000.88,4998.28,1.10258,1.10258
01/27/2020 12:08:29.804,5073,5000.55,4996.65,1.10226,1.10227
01/27/2020 13:28:11.574,5074,5001.52,4997.62,1.10259,1.10258
01/27/2020 13:34:42.302,5075,5000,5000.00,1.10292,1.10292
01/27/2020 14:00:56.498,5076,5000.31,4999.01,1.10261,1.10261
01/27/2020 14:03:01.448,5077,5000.31,4997.71,1.10292,1.10292
01/27/2020 14:17:39.063,5078,5000.62,4996.72,1.10261,1.10261
01/27/2020 14:22:13.674,5079,5000.62,4995.42,1.1023,1.1023
01/27/2020 14:27:36.255,5080,5001.55,4997.65,1.10261,1.10261
01/27/2020 14:31:45.322,5081,5000,5000.00,1.1023,1.1023
01/27/2020 14:37:43.581,5082,5000.31,4999.01,1.10199,1.10199
01/27/2020 14:43:53.617,5083,5000.31,4997.71,1.1023,1.1023
01/27/2020 14:50:05.983,5084,5000.62,4996.72,1.10199,1.10199
01/27/2020 14:53:18.252,5085,5000.62,4995.42,1.10168,1.10168
01/27/2020 15:01:24.269,5086,5001.55,4997.65,1.10199,1.102
01/27/2020 15:04:47.580,5087,5000,5000.00,1.10232,1.10231
01/27/2020 15:12:25.210,5088,5000.33,4999.03,1.10198,1.10198
01/27/2020 15:19:10.459,5089,5000.32,4997.72,1.10166,1.10167
01/27/2020 15:45:02.498,5090,4999.68,4997.08,1.10135,1.1013
01/27/2020 15:52:42.313,5091,5000.73,4996.83,1.1017,1.10171
01/27/2020 15:57:14.685,5092,5000.05,4994.85,1.10137,1.10138
01/27/2020 16:07:26.337,5093,4998.75,4993.55,1.10105,1.10105
01/27/2020 16:20:18.639,5094,5000.30,4993.80,1.10136,1.10136
01/27/2020 16:23:43.473,5095,5001.54,4993.74,1.10167,1.10167
01/27/2020 16:29:10.722,5096,5000,5000.00,1.10199,1.10199
01/27/2020 17:01:42.240,5097,5000.31,4999.01,1.10168,1.10168
01/27/2020 17:21:08.892,5098,5000.31,4997.71,1.10137,1.10137
01/27/2020 17:22:54.491,5099,5000.93,4998.33,1.10168,1.10168
01/27/2020 17:35:08.502,5100,5000.62,4996.72,1.10137,1.10137
01/27/2020 19:10:31.483,5101,5001.55,4997.65,1.10168,1.10168
01/27/2020 21:23:23.428,5102,5000,5000.00,1.10199,1.102
01/28/2020 01:18:29.670,5103,4999.66,4998.36,1.10232,1.10232
01/28/2020 01:49:13.036,5104,5000.28,4997.68,1.10201,1.10201
01/28/2020 05:26:17.505,5105,4999.97,4996.07,1.10232,1.10232
01/28/2020 06:42:39.197,5106,5000.90,4997.00,1.10201,1.10201
01/28/2020 07:05:10.102,5107,5001.51,4996.31,1.10169,1.1017
02/02/2020 22:25:34.087,5108,5000,5000.00,1.1088,1.10906
02/02/2020 22:40:07.006,5109,5000.31,4999.01,1.1082,1.10823
02/02/2020 22:43:04.140,5110,5000.03,4997.43,1.10857,1.10882
02/03/2020 07:12:11.879,5111,5001.15,4998.55,1.10801,1.10801
02/03/2020 07:19:53.586,5112,5000,5000.00,1.1077,1.1077
02/03/2020 07:31:31.848,5113,5000.31,4999.01,1.10739,1.10739
02/03/2020 07:41:39.431,5114,5000.31,4997.71,1.10708,1.10708
02/03/2020 07:43:50.456,5115,5000.95,4998.35,1.1074,1.1074
02/03/2020 08:01:46.706,5116,5001.25,4997.35,1.10771,1.10772
02/03/2020 08:06:35.153,5117,5000,5000.00,1.10738,1.10739
02/03/2020 08:14:27.106,5118,4999.65,4998.35,1.10771,1.10772
02/03/2020 08:28:50.866,5119,5000.29,4997.69,1.10738,1.10739
02/03/2020 08:40:00.686,5120,5000.61,4996.71,1.10706,1.10706
02/03/2020 08:50:52.496,5121,4999.99,4997.39,1.10675,1.10675
02/03/2020 08:56:24.666,5122,4999.06,4995.16,1.10644,1.10644
02/03/2020 09:13:39.914,5123,4997.82,4993.92,1.10613,1.10613
02/03/2020 09:17:14.598,5124,5000.32,4995.12,1.10644,1.10644
02/03/2020 09:19:59.053,5125,4999.39,4992.89,1.10613,1.10613
02/03/2020 09:34:47.122,5126,5000.94,4994.44,1.10644,1.10645
02/03/2020 09:41:01.366,5127,5002.25,4994.45,1.10677,1.10677
02/03/2020 09:55:28.484,5128,5000,5000.00,1.10708,1.10708
02/03/2020 10:01:04.067,5129,4999.69,4998.39,1.10739,1.10739
02/03/2020 10:03:40.848,5130,5000.31,4997.71,1.10707,1.10708
02/03/2020 10:11:01.158,5131,5000.62,4996.72,1.10674,1.10675
02/03/2020 11:08:42.362,5132,4999.96,4997.36,1.10642,1.10642
02/03/2020 11:23:09.591,5133,4999.00,4995.10,1.1061,1.10611
02/03/2020 12:07:46.488,5134,5000.30,4995.10,1.10643,1.10642
02/03/2020 14:08:46.966,5135,4999.30,4992.80,1.1061,1.1061
02/03/2020 14:14:00.827,5136,4997.75,4992.55,1.10579,1.10579
02/03/2020 14:24:43.762,5137,4997.49,4992.29,1.10548,1.10548
02/03/2020 14:32:55.891,5138,4997.16,4991.96,1.10516,1.10517
02/03/2020 14:45:37.863,5139,4996.80,4992.90,1.10484,1.10484
02/03/2020 14:51:20.083,5140,4998.09,4994.19,1.10453,1.10453
02/03/2020 14:58:00.641,5141,5000.59,4995.39,1.10484,1.10484
02/03/2020 15:00:00.033,5142,4999.56,4994.36,1.10446,1.10435
02/03/2020 15:00:00.076,5143,4998.46,4994.56,1.10393,1.104
02/03/2020 15:00:30.164,5144,5001.40,4996.20,1.10439,1.10441
02/03/2020 15:00:49.964,5145,5000,5000.00,1.10407,1.10405
02/03/2020 15:01:06.708,5146,4999.65,4998.35,1.10438,1.1044
02/03/2020 15:02:02.682,5147,4998.95,4996.35,1.10473,1.10473
02/03/2020 15:03:52.899,5148,4999.88,4995.98,1.10441,1.10442
02/03/2020 15:05:07.409,5149,4999.26,4994.06,1.10474,1.10473
02/03/2020 15:14:39.771,5150,5000.50,4995.30,1.10441,1.10442
02/03/2020 15:15:58.098,5151,4999.53,4993.03,1.10474,1.10474
02/03/2020 15:54:49.357,5152,4997.98,4991.48,1.10505,1.10505
02/03/2020 15:55:20.036,5153,4996.12,4989.62,1.10536,1.10536
02/03/2020 15:56:38.401,5154,4995.55,4989.05,1.10567,1.10567
02/03/2020 15:57:42.038,5155,4994.98,4991.08,1.10598,1.10598
02/03/2020 15:59:02.667,5156,4999.95,4994.75,1.10566,1.10567
02/03/2020 16:19:30.359,5157,4998.98,4992.48,1.10599,1.10599
02/03/2020 16:22:15.462,5158,5000.53,4994.03,1.10568,1.10568
02/03/2020 16:32:07.767,5159,4999.29,4991.49,1.10599,1.10599
02/03/2020 16:48:17.823,5160,4997.43,4990.93,1.10632,1.1063
02/03/2020 17:13:40.640,5161,4996.58,4990.08,1.10663,1.10665
02/03/2020 17:24:52.139,5162,4999.99,4992.19,1.10629,1.10629
02/03/2020 17:41:24.808,5163,5001.54,4992.44,1.10598,1.10598
02/03/2020 18:08:14.877,5164,5000,5000.00,1.10629,1.10629
02/03/2020 18:46:34.355,5165,5000.31,4999.01,1.10598,1.10598
02/03/2020 19:06:25.194,5166,5000.29,4997.69,1.10629,1.10631
02/03/2020 20:24:35.481,5167,5000.62,4996.72,1.10596,1.10596
02/03/2020 23:43:53.908,5168,5000.60,4995.40,1.10627,1.10628
02/04/2020 00:55:01.152,5169,5000.95,4994.45,1.10596,1.10595
02/04/2020 01:46:51.098,5170,5000.89,4993.09,1.10627,1.10628
02/04/2020 02:02:15.527,5171,5001.20,4992.10,1.10594,1.10595
02/04/2020 02:31:12.815,5172,5000,5000.00,1.10562,1.10562
02/04/2020 03:05:38.480,5173,4999.68,4998.38,1.10593,1.10594
02/04/2020 03:27:58.139,5174,5000.32,4997.72,1.10561,1.10561
02/04/2020 04:08:06.129,5175,4999.99,4996.09,1.10592,1.10593
02/04/2020 05:32:39.646,5176,4999.01,4995.11,1.10625,1.10625
02/04/2020 05:45:14.304,5177,5000.25,4995.05,1.10593,1.10594
02/04/2020 06:24:38.873,5178,4999.24,4992.74,1.10626,1.10627
02/04/2020 06:49:51.837,5179,5000.87,4994.37,1.10593,1.10594
02/04/2020 07:04:43.157,5180,5002.17,4994.37,1.1056,1.10561
02/04/2020 07:12:52.027,5181,5000,5000.00,1.10527,1.10528
02/04/2020 07:38:47.727,5182,5000.31,4999.01,1.10495,1.10495
02/04/2020 07:55:46.512,5183,5000.31,4997.71,1.10526,1.10526
02/04/2020 07:57:03.183,5184,5000.62,4996.72,1.10495,1.10495
02/04/2020 08:07:44.396,5185,5000.62,4995.42,1.10526,1.10526
02/04/2020 08:09:43.744,5186,5000.31,4993.81,1.10557,1.10557
02/04/2020 08:10:54.450,5187,4999.07,4993.87,1.10588,1.10588
02/04/2020 08:12:01.362,5188,5000.62,4994.12,1.10556,1.10557
02/04/2020 08:27:41.226,5189,5001.94,4994.14,1.10525,1.10524
02/04/2020 08:29:00.196,5190,5000,5000.00,1.10556,1.10557
02/04/2020 08:55:23.380,5191,4999.66,4998.36,1.10589,1.10589
02/04/2020 09:00:34.710,5192,5000.28,4997.68,1.10558,1.10558
02/04/2020 09:04:34.922,5193,4999.95,4996.05,1.10589,1.1059
02/04/2020 09:23:23.692,5194,5000.92,4997.02,1.10557,1.10557
02/04/2020 09:38:24.437,5195,5000.30,4995.10,1.10588,1.10588
02/04/2020 09:52:08.193,5196,5001.54,4996.34,1.10556,1.10557
02/04/2020 10:19:06.074,5197,5000,5000.00,1.10524,1.10524
02/04/2020 10:58:30.104,5198,4999.69,4998.39,1.10555,1.10555
02/04/2020 11:58:50.732,5199,5000.31,4997.71,1.10524,1.10524
02/04/2020 12:06:43.662,5200,5000.61,4996.71,1.10492,1.10493
02/04/2020 12:41:43.202,5201,4999.97,4997.37,1.10461,1.1046
